#6443,,
#Match85,,
50.91,9.21,1569787919.8
49.92,9.22,1569787919.9
48.93,9.12,1569787920.0
48.06,9.04,1569787920.1
47.11,9.01,1569787920.2
46.69,8.68,1569787920.3
46.35,8.48,1569787920.4
46.12,8.41,1569787920.5
45.95,8.43,1569787920.6
45.74,8.45,1569787920.7
45.83,8.18,1569787920.8
45.54,8.60,1569787920.9
45.28,8.68,1569787921.0
44.95,8.52,1569787921.1
44.54,8.51,1569787921.2
44.05,8.41,1569787921.3
43.51,8.40,1569787921.4
42.85,8.01,1569787921.5
42.08,7.67,1569787921.6
41.12,7.26,1569787921.7
40.08,6.60,1569787921.8
39.02,5.92,1569787921.9
37.84,5.51,1569787922.0
36.86,4.99,1569787922.1
35.95,4.50,1569787922.2
35.21,4.16,1569787922.3
34.60,3.92,1569787922.4
34.15,3.69,1569787922.5
33.82,3.44,1569787922.6
33.55,3.24,1569787922.7
33.41,3.23,1569787922.8
33.38,3.20,1569787922.9
33.45,3.15,1569787923.0
33.56,3.20,1569787923.1
33.67,3.16,1569787923.2
33.83,3.21,1569787923.3
33.93,3.23,1569787923.4
33.99,3.27,1569787923.5
34.04,3.35,1569787923.6
34.07,3.36,1569787923.7
34.26,3.42,1569787923.8
34.26,3.62,1569787923.9
34.24,3.92,1569787924.0
34.44,4.03,1569787924.1
34.40,4.34,1569787924.2
34.55,4.57,1569787924.3
34.51,4.88,1569787924.4
34.43,5.24,1569787924.5
34.39,5.47,1569787924.6
34.21,5.86,1569787924.7
34.38,5.94,1569787924.8
34.05,6.43,1569787924.9
33.72,6.77,1569787925.0
33.71,6.95,1569787925.1
33.58,7.21,1569787925.2
33.33,7.51,1569787925.3
32.87,7.87,1569787925.4
32.81,8.05,1569787925.5
32.72,8.18,1569787925.6
32.51,8.33,1569787925.7
32.50,8.36,1569787925.8
32.58,8.33,1569787925.9
32.77,8.16,1569787926.0
32.85,7.87,1569787926.1
32.92,7.74,1569787926.2
33.09,7.55,1569787926.3
33.29,7.33,1569787926.4
33.48,7.17,1569787926.5
33.69,7.12,1569787926.6
33.94,7.08,1569787926.7
33.99,7.05,1569787926.8
34.03,7.05,1569787926.9
33.82,7.13,1569787927.0
33.65,7.16,1569787927.1
33.39,7.27,1569787927.2
33.06,7.40,1569787927.3
33.05,7.42,1569787927.4
32.91,7.43,1569787927.5
32.94,7.43,1569787927.6
32.82,7.44,1569787927.7
32.81,7.50,1569787927.8
32.89,7.57,1569787927.9
32.92,7.62,1569787928.0
32.99,7.71,1569787928.1
32.99,7.80,1569787928.2
33.09,7.92,1569787928.3
33.08,7.97,1569787928.4
33.05,8.00,1569787928.5
33.08,8.05,1569787928.6
33.08,8.09,1569787928.7
33.11,8.14,1569787928.8
33.10,8.12,1569787928.9
33.03,8.09,1569787929.0
32.99,8.09,1569787929.1
32.93,8.07,1569787929.2
32.92,8.11,1569787929.3
32.89,8.14,1569787929.4
32.89,8.23,1569787929.5
32.99,8.34,1569787929.6
32.98,8.36,1569787929.7
32.90,8.32,1569787929.8
32.77,8.20,1569787929.9
32.65,8.07,1569787930.0
32.50,7.89,1569787930.1
32.27,7.72,1569787930.2
32.15,7.58,1569787930.3
32.20,7.64,1569787930.4
32.29,7.74,1569787930.5
32.33,7.87,1569787930.6
32.46,8.08,1569787930.7
32.67,8.29,1569787930.8
32.85,8.51,1569787930.9
33.00,8.59,1569787931.0
33.08,8.64,1569787931.1
33.23,8.67,1569787931.2
33.25,8.50,1569787931.3
33.50,8.04,1569787931.4
33.56,7.65,1569787931.5
33.57,7.15,1569787931.6
33.73,6.55,1569787931.7
33.95,5.88,1569787931.8
34.24,5.47,1569787931.9
34.23,5.35,1569787932.0
34.42,5.17,1569787932.1
34.60,5.09,1569787932.2
34.62,5.12,1569787932.3
34.52,5.25,1569787932.4
34.43,5.21,1569787932.5
34.42,5.28,1569787932.6
34.27,5.35,1569787932.7
34.00,5.46,1569787932.8
33.72,5.59,1569787932.9
33.40,5.73,1569787933.0
32.83,5.83,1569787933.1
32.26,5.85,1569787933.2
31.57,5.78,1569787933.3
30.73,5.73,1569787933.4
29.72,5.60,1569787933.5
28.66,5.46,1569787933.6
27.67,5.37,1569787933.7
26.40,5.30,1569787933.8
25.00,5.31,1569787933.9
23.61,5.24,1569787934.0
22.08,5.24,1569787934.1
20.50,5.16,1569787934.2
18.85,5.20,1569787934.3
17.13,5.04,1569787934.4
15.81,4.95,1569787934.5
14.71,4.90,1569787934.6
13.81,4.85,1569787934.7
13.17,4.87,1569787934.8
12.73,4.79,1569787934.9
12.51,4.80,1569787935.0
12.32,4.72,1569787935.1
12.25,4.59,1569787935.2
12.28,4.42,1569787935.3
12.28,4.24,1569787935.4
12.31,4.23,1569787935.5
12.45,4.21,1569787935.6
12.52,4.27,1569787935.7
12.47,4.31,1569787935.8
12.35,4.40,1569787935.9
12.29,4.42,1569787936.0
12.28,4.16,1569787936.1
12.26,4.01,1569787936.2
12.15,3.89,1569787936.3
12.17,3.88,1569787936.4
12.34,3.98,1569787936.5
12.38,4.15,1569787936.6
12.27,4.36,1569787936.7
12.24,4.53,1569787936.8
12.31,4.57,1569787936.9
12.36,4.62,1569787937.0
12.36,4.55,1569787937.1
12.21,4.30,1569787937.2
12.21,4.19,1569787937.3
12.22,4.14,1569787937.4
11.96,4.16,1569787937.5
11.93,4.14,1569787937.6
11.79,4.29,1569787937.7
12.01,4.69,1569787937.8
12.10,5.06,1569787937.9
12.05,5.51,1569787938.0
12.30,6.12,1569787938.1
12.27,6.90,1569787938.2
12.46,7.71,1569787938.3
12.35,8.42,1569787938.4
12.29,9.17,1569787938.5
12.35,9.76,1569787938.6
12.51,10.11,1569787938.7
12.46,10.12,1569787938.8
12.56,9.89,1569787938.9
12.78,9.68,1569787939.0
12.96,9.36,1569787939.1
12.99,8.87,1569787939.2
13.12,8.44,1569787939.3
13.40,8.00,1569787939.4
13.34,7.44,1569787939.5
13.37,6.78,1569787939.6
13.45,6.14,1569787939.7
13.66,5.73,1569787939.8
13.73,5.52,1569787939.9
13.75,5.54,1569787940.0
14.02,5.92,1569787940.1
14.32,6.48,1569787940.2
14.57,7.04,1569787940.3
14.75,7.45,1569787940.4
14.80,7.56,1569787940.5
14.93,7.35,1569787940.6
14.85,6.86,1569787940.7
14.75,6.26,1569787940.8
